date,reflection,mood,energy,productivity,tags,date_parsed,raw_reflection,cleaned_reflection,tokens,word_count,character_count,sentence_count
2025-12-16,"Couldn't really relax today even though I had the time, mind was too restless. Slept badly last night and it affected the whole day.",4,2,4,"rest, relaxation",2025-12-16,"Couldn't really relax today even though I had the time, mind was too restless. Slept badly last night and it affected the whole day.","couldn't really relax today even though i had the time, mind was too restless. slept badly last night and it affected the whole day.","[""couldn't"", 'relax', 'even', 'though', 'time', 'mind', 'too', 'restless', 'slept', 'badly', 'last', 'night', 'affected', 'whole', 'day']",24,132,2
2025-12-17,"Did a bit of Python practice today, nothing major, just consolidating overfitting.",4,5,6,python,2025-12-17,"Did a bit of Python practice today, nothing major, just consolidating overfitting.","did a bit of python practice today, nothing major, just consolidating overfitting.","['bit', 'python', 'practice', 'nothing', 'major', 'consolidating', 'overfitting']",12,82,1
2025-12-18,"Spent some time reviewing Python, mostly going over hypothesis testing again. Nothing particularly stands out about today.",6,8,8,"learning, study",2025-12-18,"Spent some time reviewing Python, mostly going over hypothesis testing again. Nothing particularly stands out about today.","spent some time reviewing python, mostly going over hypothesis testing again. nothing particularly stands out about today.","['spent', 'time', 'reviewing', 'python', 'mostly', 'going', 'hypothesis', 'testing', 'nothing', 'stands']",17,122,2
2025-12-19,"Spent most of the day on the quarterly report, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled the project deadline without much excitement. Just an ordinary day overall.",6,8,8,"career, productivity",2025-12-19,"Spent most of the day on the quarterly report, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled the project deadline without much excitement. Just an ordinary day overall.","spent most of the day on the quarterly report, nothing particularly noteworthy happened. fairly average day at work, mostly just handled the project deadline without much excitement. just an ordinary day overall.","['spent', 'most', 'day', 'quarterly', 'report', 'nothing', 'noteworthy', 'happened', 'fairly', 'average', 'day', 'work', 'mostly', 'handled', 'project', 'deadline', 'without', 'much', 'excitement', 'ordinary', 'day', 'overall']",32,212,3
2025-12-20,Slept badly last night and it affected the whole day.,3,6,2,"weekend, rest",2025-12-20,Slept badly last night and it affected the whole day.,slept badly last night and it affected the whole day.,"['slept', 'badly', 'last', 'night', 'affected', 'whole', 'day']",10,53,1
2025-12-21,Struggled a lot with joins — data visualization is starting to feel overwhelming.,3,4,3,"study, data science",2025-12-21,Struggled a lot with joins — data visualization is starting to feel overwhelming.,struggled a lot with joins  data visualization is starting to feel overwhelming.,"['struggled', 'lot', 'joins', 'data', 'visualization', 'starting', 'overwhelming']",13,81,1
2025-12-22,Had a small disagreement with an old friend today which put a bit of a damper on the day. Trying not to be too hard on myself about it.,3,3,3,friends,2025-12-22,Had a small disagreement with an old friend today which put a bit of a damper on the day. Trying not to be too hard on myself about it.,had a small disagreement with an old friend today which put a bit of a damper on the day. trying not to be too hard on myself about it.,"['small', 'disagreement', 'old', 'friend', 'which', 'put', 'bit', 'damper', 'day', 'trying', 'not', 'too', 'hard', 'myself']",29,135,2
2025-12-23,"Despite the upcoming exam, I felt in control today and made good progress preparing for it. Managed my anxiety about the presentation well today by breaking the work into smaller pieces.",9,10,9,"stress, anxiety",2025-12-23,"Despite the upcoming exam, I felt in control today and made good progress preparing for it. Managed my anxiety about the presentation well today by breaking the work into smaller pieces.","despite the upcoming exam, i felt in control today and made good progress preparing for it. managed my anxiety about the presentation well today by breaking the work into smaller pieces.","['despite', 'upcoming', 'exam', 'control', 'made', 'good', 'progress', 'preparing', 'managed', 'anxiety', 'presentation', 'well', 'by', 'breaking', 'work', 'into', 'smaller', 'pieces']",31,186,2
2025-12-24,"Fairly average day at work, mostly just handled a backlog of emails without much excitement.",5,2,4,work,2025-12-24,"Fairly average day at work, mostly just handled a backlog of emails without much excitement.","fairly average day at work, mostly just handled a backlog of emails without much excitement.","['fairly', 'average', 'day', 'work', 'mostly', 'handled', 'backlog', 'emails', 'without', 'much', 'excitement']",15,92,1
2025-12-25,"Slept badly last night and it affected the whole day. Couldn't really relax today even though I had the time, mind was too restless.",1,1,5,rest,2025-12-25,"Slept badly last night and it affected the whole day. Couldn't really relax today even though I had the time, mind was too restless.","slept badly last night and it affected the whole day. couldn't really relax today even though i had the time, mind was too restless.","['slept', 'badly', 'last', 'night', 'affected', 'whole', 'day', ""couldn't"", 'relax', 'even', 'though', 'time', 'mind', 'too', 'restless']",24,132,2
2025-12-26,Thinking about the assignment due date a lot today but haven't really started preparing yet.,6,6,6,"exam, stress, anxiety",2025-12-26,Thinking about the assignment due date a lot today but haven't really started preparing yet.,thinking about the assignment due date a lot today but haven't really started preparing yet.,"['thinking', 'assignment', 'due', 'date', 'lot', ""haven't"", 'started', 'preparing', 'yet']",15,92,1
2025-12-27,Missed a call from my parents and felt a bit guilty about not making more time for them lately.,5,5,3,"family, relationships",2025-12-27,Missed a call from my parents and felt a bit guilty about not making more time for them lately.,missed a call from my parents and felt a bit guilty about not making more time for them lately.,"['missed', 'call', 'from', 'parents', 'bit', 'guilty', 'not', 'making', 'more', 'time', 'them', 'lately']",19,95,1
2025-12-28,"Spent the evening on reading, completely lost track of time — it was exactly what I needed. Looking forward to more days like this.",7,6,5,"creativity, hobbies",2025-12-28,"Spent the evening on reading, completely lost track of time — it was exactly what I needed. Looking forward to more days like this.","spent the evening on reading, completely lost track of time  it was exactly what i needed. looking forward to more days like this.","['spent', 'evening', 'reading', 'completely', 'lost', 'track', 'time', 'exactly', 'what', 'needed', 'looking', 'forward', 'more', 'days', 'like']",24,131,2
2025-12-29,Slept badly last night and it affected the whole day. Today was harder than expected.,4,4,3,rest,2025-12-29,Slept badly last night and it affected the whole day. Today was harder than expected.,slept badly last night and it affected the whole day. today was harder than expected.,"['slept', 'badly', 'last', 'night', 'affected', 'whole', 'day', 'harder', 'than', 'expected']",15,85,2
2025-12-30,"Thinking about the job interview a lot today but haven't really started preparing yet. The project deadline is coming up soon, feeling a mix of nervous and okay about it. Nothing particularly stands out about today.",6,6,7,"anxiety, deadline",2025-12-30,"Thinking about the job interview a lot today but haven't really started preparing yet. The project deadline is coming up soon, feeling a mix of nervous and okay about it. Nothing particularly stands out about today.","thinking about the job interview a lot today but haven't really started preparing yet. the project deadline is coming up soon, feeling a mix of nervous and okay about it. nothing particularly stands out about today.","['thinking', 'job', 'interview', 'lot', ""haven't"", 'started', 'preparing', 'yet', 'project', 'deadline', 'coming', 'soon', 'feeling', 'mix', 'nervous', 'okay', 'nothing', 'stands']",36,215,3
2026-01-01,"Spent the evening on writing, completely lost track of time — it was exactly what I needed.",6,10,7,"hobbies, reading",2026-01-01,"Spent the evening on writing, completely lost track of time — it was exactly what I needed.","spent the evening on writing, completely lost track of time  it was exactly what i needed.","['spent', 'evening', 'writing', 'completely', 'lost', 'track', 'time', 'exactly', 'what', 'needed']",17,91,1
2026-01-02,"Spent the evening on reading, completely lost track of time — it was exactly what I needed.",8,7,5,"reading, hobbies",2026-01-02,"Spent the evening on reading, completely lost track of time — it was exactly what I needed.","spent the evening on reading, completely lost track of time  it was exactly what i needed.","['spent', 'evening', 'reading', 'completely', 'lost', 'track', 'time', 'exactly', 'what', 'needed']",17,91,1
2026-01-03,"Did a light run session, nothing intense, just kept the habit going. Skipped my usual run today but ate reasonably well.",4,7,7,"wellbeing, health",2026-01-03,"Did a light run session, nothing intense, just kept the habit going. Skipped my usual run today but ate reasonably well.","did a light run session, nothing intense, just kept the habit going. skipped my usual run today but ate reasonably well.","['light', 'run', 'session', 'nothing', 'intense', 'kept', 'habit', 'going', 'skipped', 'usual', 'run', 'ate', 'reasonably', 'well']",21,120,2
2026-01-04,"Fairly lazy day overall, mixed a bit of rest with a few small chores. Ready to see what tomorrow brings.",5,4,3,relaxation,2026-01-04,"Fairly lazy day overall, mixed a bit of rest with a few small chores. Ready to see what tomorrow brings.","fairly lazy day overall, mixed a bit of rest with a few small chores. ready to see what tomorrow brings.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores', 'ready', 'see', 'what', 'tomorrow', 'brings']",20,104,2
2026-01-05,"Had a lovely time with my family — we just talked for hours and it lifted my mood a lot. Great day with a close friend, nothing planned but it turned out to be one of the better days recently. Overall a pretty good day.",7,9,6,"weekend, friends",2026-01-05,"Had a lovely time with my family — we just talked for hours and it lifted my mood a lot. Great day with a close friend, nothing planned but it turned out to be one of the better days recently. Overall a pretty good day.","had a lovely time with my family  we just talked for hours and it lifted my mood a lot. great day with a close friend, nothing planned but it turned out to be one of the better days recently. overall a pretty good day.","['lovely', 'time', 'family', 'we', 'talked', 'hours', 'lifted', 'mood', 'lot', 'great', 'day', 'close', 'friend', 'nothing', 'planned', 'turned', 'one', 'better', 'days', 'recently', 'overall', 'pretty', 'good', 'day']",45,219,3
2026-01-06,I made real progress on SQL today — hypothesis testing finally clicked after struggling with it for a while. Worked through a tricky problem involving hypothesis testing and felt genuinely satisfied once it worked.,7,8,7,"learning, coding, python",2026-01-06,I made real progress on SQL today — hypothesis testing finally clicked after struggling with it for a while. Worked through a tricky problem involving hypothesis testing and felt genuinely satisfied once it worked.,i made real progress on sql today  hypothesis testing finally clicked after struggling with it for a while. worked through a tricky problem involving hypothesis testing and felt genuinely satisfied once it worked.,"['made', 'real', 'progress', 'sql', 'hypothesis', 'testing', 'finally', 'clicked', 'after', 'struggling', 'while', 'worked', 'through', 'tricky', 'problem', 'involving', 'hypothesis', 'testing', 'genuinely', 'satisfied', 'once', 'worked']",34,214,2
2026-01-07,"Saw a close friend briefly today, exchanged a few messages, nothing major. Quiet day, spoke with my parents for a bit over the phone.",6,5,7,"weekend, relationships, friends",2026-01-07,"Saw a close friend briefly today, exchanged a few messages, nothing major. Quiet day, spoke with my parents for a bit over the phone.","saw a close friend briefly today, exchanged a few messages, nothing major. quiet day, spoke with my parents for a bit over the phone.","['saw', 'close', 'friend', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'quiet', 'day', 'spoke', 'parents', 'bit', 'phone']",24,133,2
2026-01-08,I made real progress on Python today — joins finally clicked after struggling with it for a while. Looking forward to more days like this.,7,9,9,"coding, python",2026-01-08,I made real progress on Python today — joins finally clicked after struggling with it for a while. Looking forward to more days like this.,i made real progress on python today  joins finally clicked after struggling with it for a while. looking forward to more days like this.,"['made', 'real', 'progress', 'python', 'joins', 'finally', 'clicked', 'after', 'struggling', 'while', 'looking', 'forward', 'more', 'days', 'like']",25,138,2
2026-01-09,"Spent some time reviewing data visualization, mostly going over correlation vs causation again. Did a bit of Python practice today, nothing major, just consolidating gradient descent.",5,4,5,"data science, python, learning",2026-01-09,"Spent some time reviewing data visualization, mostly going over correlation vs causation again. Did a bit of Python practice today, nothing major, just consolidating gradient descent.","spent some time reviewing data visualization, mostly going over correlation vs causation again. did a bit of python practice today, nothing major, just consolidating gradient descent.","['spent', 'time', 'reviewing', 'data', 'visualization', 'mostly', 'going', 'correlation', 'vs', 'causation', 'bit', 'python', 'practice', 'nothing', 'major', 'consolidating', 'gradient', 'descent']",26,183,2
2026-01-10,"Quiet day, spoke with my parents for a bit over the phone. Saw my sibling briefly today, exchanged a few messages, nothing major.",7,5,4,"relationships, weekend",2026-01-10,"Quiet day, spoke with my parents for a bit over the phone. Saw my sibling briefly today, exchanged a few messages, nothing major.","quiet day, spoke with my parents for a bit over the phone. saw my sibling briefly today, exchanged a few messages, nothing major.","['quiet', 'day', 'spoke', 'parents', 'bit', 'phone', 'saw', 'sibling', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major']",23,129,2
2026-01-11,"Despite the upcoming project deadline, I felt in control today and made good progress preparing for it.",5,5,8,anxiety,2026-01-11,"Despite the upcoming project deadline, I felt in control today and made good progress preparing for it.","despite the upcoming project deadline, i felt in control today and made good progress preparing for it.","['despite', 'upcoming', 'project', 'deadline', 'control', 'made', 'good', 'progress', 'preparing']",17,103,1
2026-01-13,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened.",6,4,6,"work, meetings",2026-01-13,"Spent most of the day on a backlog of emails, nothing particularly noteworthy happened.","spent most of the day on a backlog of emails, nothing particularly noteworthy happened.","['spent', 'most', 'day', 'backlog', 'emails', 'nothing', 'noteworthy', 'happened']",14,87,1
2026-01-14,"Despite the upcoming assignment due date, I felt in control today and made good progress preparing for it.",10,9,8,deadline,2026-01-14,"Despite the upcoming assignment due date, I felt in control today and made good progress preparing for it.","despite the upcoming assignment due date, i felt in control today and made good progress preparing for it.","['despite', 'upcoming', 'assignment', 'due', 'date', 'control', 'made', 'good', 'progress', 'preparing']",18,106,1
2026-01-15,"Thinking about the job interview a lot today but haven't really started preparing yet. The job interview is coming up soon, feeling a mix of nervous and okay about it. Nothing particularly stands out about today.",3,6,7,"anxiety, deadline, exam",2026-01-15,"Thinking about the job interview a lot today but haven't really started preparing yet. The job interview is coming up soon, feeling a mix of nervous and okay about it. Nothing particularly stands out about today.","thinking about the job interview a lot today but haven't really started preparing yet. the job interview is coming up soon, feeling a mix of nervous and okay about it. nothing particularly stands out about today.","['thinking', 'job', 'interview', 'lot', ""haven't"", 'started', 'preparing', 'yet', 'job', 'interview', 'coming', 'soon', 'feeling', 'mix', 'nervous', 'okay', 'nothing', 'stands']",36,212,3
2026-01-16,"Slept badly last night and it affected the whole day. Couldn't really relax today even though I had the time, mind was too restless.",2,1,2,"sleep, relaxation",2026-01-16,"Slept badly last night and it affected the whole day. Couldn't really relax today even though I had the time, mind was too restless.","slept badly last night and it affected the whole day. couldn't really relax today even though i had the time, mind was too restless.","['slept', 'badly', 'last', 'night', 'affected', 'whole', 'day', ""couldn't"", 'relax', 'even', 'though', 'time', 'mind', 'too', 'restless']",24,132,2
2026-01-17,"Saw my sibling briefly today, exchanged a few messages, nothing major. Just an ordinary day overall.",3,6,6,"weekend, relationships",2026-01-17,"Saw my sibling briefly today, exchanged a few messages, nothing major. Just an ordinary day overall.","saw my sibling briefly today, exchanged a few messages, nothing major. just an ordinary day overall.","['saw', 'sibling', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'ordinary', 'day', 'overall']",16,100,2
2026-01-18,"Thinking about planning a trip to the coast sometime soon, haven't decided yet.",3,4,6,"weekend, adventure",2026-01-18,"Thinking about planning a trip to the coast sometime soon, haven't decided yet.","thinking about planning a trip to the coast sometime soon, haven't decided yet.","['thinking', 'planning', 'trip', 'coast', 'sometime', 'soon', ""haven't"", 'decided', 'yet']",13,79,1
2026-01-19,Slept badly last night and it affected the whole day. Today was harder than expected.,1,1,2,"relaxation, weekend",2026-01-19,Slept badly last night and it affected the whole day. Today was harder than expected.,slept badly last night and it affected the whole day. today was harder than expected.,"['slept', 'badly', 'last', 'night', 'affected', 'whole', 'day', 'harder', 'than', 'expected']",15,85,2
2026-01-21,Tried to study statistics today but kept getting stuck on hypothesis testing and felt frustrated.,4,4,6,"study, coding",2026-01-21,Tried to study statistics today but kept getting stuck on hypothesis testing and felt frustrated.,tried to study statistics today but kept getting stuck on hypothesis testing and felt frustrated.,"['tried', 'study', 'statistics', 'kept', 'getting', 'stuck', 'hypothesis', 'testing', 'frustrated']",15,97,1
2026-01-22,"Fairly average day at work, mostly just handled a few pending tickets without much excitement.",5,3,7,"career, meetings",2026-01-22,"Fairly average day at work, mostly just handled a few pending tickets without much excitement.","fairly average day at work, mostly just handled a few pending tickets without much excitement.","['fairly', 'average', 'day', 'work', 'mostly', 'handled', 'few', 'pending', 'tickets', 'without', 'much', 'excitement']",15,94,1
2026-01-24,"Quiet day, spoke with my family for a bit over the phone. Nothing particularly stands out about today.",4,5,2,"friends, weekend, family",2026-01-24,"Quiet day, spoke with my family for a bit over the phone. Nothing particularly stands out about today.","quiet day, spoke with my family for a bit over the phone. nothing particularly stands out about today.","['quiet', 'day', 'spoke', 'family', 'bit', 'phone', 'nothing', 'stands']",18,102,2
2026-01-25,"Fairly lazy day overall, mixed a bit of rest with a few small chores.",7,7,3,"rest, relaxation, sleep",2026-01-25,"Fairly lazy day overall, mixed a bit of rest with a few small chores.","fairly lazy day overall, mixed a bit of rest with a few small chores.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores']",14,69,1
2026-01-26,"Saw my parents briefly today, exchanged a few messages, nothing major. Nothing particularly stands out about today.",6,3,4,"weekend, relationships, friends",2026-01-26,"Saw my parents briefly today, exchanged a few messages, nothing major. Nothing particularly stands out about today.","saw my parents briefly today, exchanged a few messages, nothing major. nothing particularly stands out about today.","['saw', 'parents', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'nothing', 'stands']",17,115,2
2026-01-27,"Had a productive study session on machine learning, especially around feature engineering. Looking forward to more days like this.",7,7,10,data science,2026-01-27,"Had a productive study session on machine learning, especially around feature engineering. Looking forward to more days like this.","had a productive study session on machine learning, especially around feature engineering. looking forward to more days like this.","['productive', 'study', 'session', 'machine', 'learning', 'especially', 'around', 'feature', 'engineering', 'looking', 'forward', 'more', 'days', 'like']",19,130,2
2026-01-28,Thinking about the exam a lot today but haven't really started preparing yet. Nothing particularly stands out about today.,7,10,6,"stress, exam",2026-01-28,Thinking about the exam a lot today but haven't really started preparing yet. Nothing particularly stands out about today.,thinking about the exam a lot today but haven't really started preparing yet. nothing particularly stands out about today.,"['thinking', 'exam', 'lot', ""haven't"", 'started', 'preparing', 'yet', 'nothing', 'stands']",19,122,2
2026-01-29,"Struggled to focus on a few pending tickets today, kept getting pulled into unnecessary meetings.",5,5,4,"work, productivity",2026-01-29,"Struggled to focus on a few pending tickets today, kept getting pulled into unnecessary meetings.","struggled to focus on a few pending tickets today, kept getting pulled into unnecessary meetings.","['struggled', 'focus', 'few', 'pending', 'tickets', 'kept', 'getting', 'pulled', 'into', 'unnecessary', 'meetings']",15,97,1
2026-01-30,Struggled a lot with hypothesis testing — machine learning is starting to feel overwhelming. Trying not to be too hard on myself about it.,6,4,3,"data science, python, study",2026-01-30,Struggled a lot with hypothesis testing — machine learning is starting to feel overwhelming. Trying not to be too hard on myself about it.,struggled a lot with hypothesis testing  machine learning is starting to feel overwhelming. trying not to be too hard on myself about it.,"['struggled', 'lot', 'hypothesis', 'testing', 'machine', 'learning', 'starting', 'overwhelming', 'trying', 'not', 'too', 'hard', 'myself']",24,138,2
2026-01-31,"Good day overall, made solid progress on the quarterly report and the team meeting went smoothly. Had a really productive day at work — cleared most of my a client presentation and even helped a coworker with theirs.",7,7,7,"career, productivity, work",2026-01-31,"Good day overall, made solid progress on the quarterly report and the team meeting went smoothly. Had a really productive day at work — cleared most of my a client presentation and even helped a coworker with theirs.","good day overall, made solid progress on the quarterly report and the team meeting went smoothly. had a really productive day at work  cleared most of my a client presentation and even helped a coworker with theirs.","['good', 'day', 'overall', 'made', 'solid', 'progress', 'quarterly', 'report', 'team', 'meeting', 'went', 'smoothly', 'productive', 'day', 'work', 'cleared', 'most', 'client', 'presentation', 'even', 'helped', 'coworker', 'theirs']",38,216,2
2026-02-01,Slept badly last night and it affected the whole day.,4,7,4,"sleep, relaxation",2026-02-01,Slept badly last night and it affected the whole day.,slept badly last night and it affected the whole day.,"['slept', 'badly', 'last', 'night', 'affected', 'whole', 'day']",10,53,1
2026-02-03,"Thinking about the presentation a lot today but haven't really started preparing yet. The project deadline is coming up soon, feeling a mix of nervous and okay about it.",4,4,5,"exam, stress",2026-02-03,"Thinking about the presentation a lot today but haven't really started preparing yet. The project deadline is coming up soon, feeling a mix of nervous and okay about it.","thinking about the presentation a lot today but haven't really started preparing yet. the project deadline is coming up soon, feeling a mix of nervous and okay about it.","['thinking', 'presentation', 'lot', ""haven't"", 'started', 'preparing', 'yet', 'project', 'deadline', 'coming', 'soon', 'feeling', 'mix', 'nervous', 'okay']",29,169,2
2026-02-04,"Quiet day, spoke with an old friend for a bit over the phone. Saw my sibling briefly today, exchanged a few messages, nothing major. Just an ordinary day overall.",6,3,6,relationships,2026-02-04,"Quiet day, spoke with an old friend for a bit over the phone. Saw my sibling briefly today, exchanged a few messages, nothing major. Just an ordinary day overall.","quiet day, spoke with an old friend for a bit over the phone. saw my sibling briefly today, exchanged a few messages, nothing major. just an ordinary day overall.","['quiet', 'day', 'spoke', 'old', 'friend', 'bit', 'phone', 'saw', 'sibling', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'ordinary', 'day', 'overall']",29,162,3
2026-02-05,Skipped my usual run today but ate reasonably well.,5,3,7,"health, exercise, wellbeing",2026-02-05,Skipped my usual run today but ate reasonably well.,skipped my usual run today but ate reasonably well.,"['skipped', 'usual', 'run', 'ate', 'reasonably', 'well']",9,51,1
2026-02-06,Went for a swim this morning and felt really energized for the rest of the day.,8,5,9,"fitness, exercise",2026-02-06,Went for a swim this morning and felt really energized for the rest of the day.,went for a swim this morning and felt really energized for the rest of the day.,"['went', 'swim', 'morning', 'energized', 'rest', 'day']",16,79,1
2026-02-07,"Explored a new part of the city for the first time — such a great way to break the routine. Took a short trip to the coast today, it was a nice change of scenery and really refreshing. Ending the day in a good mood.",5,7,7,"travel, weekend, adventure",2026-02-07,"Explored a new part of the city for the first time — such a great way to break the routine. Took a short trip to the coast today, it was a nice change of scenery and really refreshing. Ending the day in a good mood.","explored a new part of the city for the first time  such a great way to break the routine. took a short trip to the coast today, it was a nice change of scenery and really refreshing. ending the day in a good mood.","['explored', 'new', 'part', 'city', 'first', 'time', 'such', 'great', 'way', 'break', 'routine', 'took', 'short', 'trip', 'coast', 'nice', 'change', 'scenery', 'refreshing', 'ending', 'day', 'good', 'mood']",45,215,3
2026-02-08,Worked through a tricky problem involving joins and felt genuinely satisfied once it worked. Grateful for how the day turned out.,7,7,8,"data science, study",2026-02-08,Worked through a tricky problem involving joins and felt genuinely satisfied once it worked. Grateful for how the day turned out.,worked through a tricky problem involving joins and felt genuinely satisfied once it worked. grateful for how the day turned out.,"['worked', 'through', 'tricky', 'problem', 'involving', 'joins', 'genuinely', 'satisfied', 'once', 'worked', 'grateful', 'how', 'day', 'turned']",21,129,2
2026-02-09,"Despite the upcoming job interview, I felt in control today and made good progress preparing for it.",5,7,8,"deadline, exam, anxiety",2026-02-09,"Despite the upcoming job interview, I felt in control today and made good progress preparing for it.","despite the upcoming job interview, i felt in control today and made good progress preparing for it.","['despite', 'upcoming', 'job', 'interview', 'control', 'made', 'good', 'progress', 'preparing']",17,100,1
2026-02-10,Tried to study statistics today but kept getting stuck on correlation vs causation and felt frustrated.,3,5,2,"learning, python",2026-02-10,Tried to study statistics today but kept getting stuck on correlation vs causation and felt frustrated.,tried to study statistics today but kept getting stuck on correlation vs causation and felt frustrated.,"['tried', 'study', 'statistics', 'kept', 'getting', 'stuck', 'correlation', 'vs', 'causation', 'frustrated']",16,103,1
2026-02-12,"Saw an old friend briefly today, exchanged a few messages, nothing major. Quiet day, spoke with an old friend for a bit over the phone.",5,5,8,"family, friends",2026-02-12,"Saw an old friend briefly today, exchanged a few messages, nothing major. Quiet day, spoke with an old friend for a bit over the phone.","saw an old friend briefly today, exchanged a few messages, nothing major. quiet day, spoke with an old friend for a bit over the phone.","['saw', 'old', 'friend', 'briefly', 'exchanged', 'few', 'messages', 'nothing', 'major', 'quiet', 'day', 'spoke', 'old', 'friend', 'bit', 'phone']",25,135,2
2026-02-14,"Quiet day, spoke with my sibling for a bit over the phone. Just an ordinary day overall.",6,3,7,friends,2026-02-14,"Quiet day, spoke with my sibling for a bit over the phone. Just an ordinary day overall.","quiet day, spoke with my sibling for a bit over the phone. just an ordinary day overall.","['quiet', 'day', 'spoke', 'sibling', 'bit', 'phone', 'ordinary', 'day', 'overall']",17,88,2
2026-02-15,Explored the countryside for the first time — such a great way to break the routine.,7,8,4,"travel, weekend",2026-02-15,Explored the countryside for the first time — such a great way to break the routine.,explored the countryside for the first time  such a great way to break the routine.,"['explored', 'countryside', 'first', 'time', 'such', 'great', 'way', 'break', 'routine']",16,84,1
2026-02-16,"Despite the upcoming presentation, I felt in control today and made good progress preparing for it. Ending the day in a good mood.",7,7,7,"exam, deadline",2026-02-16,"Despite the upcoming presentation, I felt in control today and made good progress preparing for it. Ending the day in a good mood.","despite the upcoming presentation, i felt in control today and made good progress preparing for it. ending the day in a good mood.","['despite', 'upcoming', 'presentation', 'control', 'made', 'good', 'progress', 'preparing', 'ending', 'day', 'good', 'mood']",23,130,2
2026-02-17,"Spent most of the day on the quarterly report, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled a few pending tickets without much excitement.",6,5,6,"work, meetings",2026-02-17,"Spent most of the day on the quarterly report, nothing particularly noteworthy happened. Fairly average day at work, mostly just handled a few pending tickets without much excitement.","spent most of the day on the quarterly report, nothing particularly noteworthy happened. fairly average day at work, mostly just handled a few pending tickets without much excitement.","['spent', 'most', 'day', 'quarterly', 'report', 'nothing', 'noteworthy', 'happened', 'fairly', 'average', 'day', 'work', 'mostly', 'handled', 'few', 'pending', 'tickets', 'without', 'much', 'excitement']",28,183,2
2026-02-18,Thought about picking writing back up today but didn't get to it.,6,5,8,"creativity, reading",2026-02-18,Thought about picking writing back up today but didn't get to it.,thought about picking writing back up today but didn't get to it.,"['thought', 'picking', 'writing', ""didn't"", 'get']",12,65,1
2026-02-19,"Felt pretty drained after dealing with the project deadline, didn't get much else done. Struggled to focus on the quarterly report today, kept getting pulled into unnecessary meetings. Today was harder than expected.",4,5,2,"productivity, meetings",2026-02-19,"Felt pretty drained after dealing with the project deadline, didn't get much else done. Struggled to focus on the quarterly report today, kept getting pulled into unnecessary meetings. Today was harder than expected.","felt pretty drained after dealing with the project deadline, didn't get much else done. struggled to focus on the quarterly report today, kept getting pulled into unnecessary meetings. today was harder than expected.","['pretty', 'drained', 'after', 'dealing', 'project', 'deadline', ""didn't"", 'get', 'much', 'else', 'done', 'struggled', 'focus', 'quarterly', 'report', 'kept', 'getting', 'pulled', 'into', 'unnecessary', 'meetings', 'harder', 'than', 'expected']",33,216,3
2026-02-20,Worked through a tricky problem involving joins and felt genuinely satisfied once it worked. Grateful for how the day turned out.,10,10,9,"python, coding",2026-02-20,Worked through a tricky problem involving joins and felt genuinely satisfied once it worked. Grateful for how the day turned out.,worked through a tricky problem involving joins and felt genuinely satisfied once it worked. grateful for how the day turned out.,"['worked', 'through', 'tricky', 'problem', 'involving', 'joins', 'genuinely', 'satisfied', 'once', 'worked', 'grateful', 'how', 'day', 'turned']",21,129,2
2026-02-21,Thought about picking playing guitar back up today but didn't get to it. Did a bit of reading but got distracted halfway through.,6,7,7,"music, reading",2026-02-21,Thought about picking playing guitar back up today but didn't get to it. Did a bit of reading but got distracted halfway through.,thought about picking playing guitar back up today but didn't get to it. did a bit of reading but got distracted halfway through.,"['thought', 'picking', 'playing', 'guitar', ""didn't"", 'get', 'bit', 'reading', 'got', 'distracted', 'halfway', 'through']",23,129,2
2026-02-22,Did a bit of playing guitar but got distracted halfway through. Thought about picking photography back up today but didn't get to it.,5,7,7,"music, creativity, reading",2026-02-22,Did a bit of playing guitar but got distracted halfway through. Thought about picking photography back up today but didn't get to it.,did a bit of playing guitar but got distracted halfway through. thought about picking photography back up today but didn't get to it.,"['bit', 'playing', 'guitar', 'got', 'distracted', 'halfway', 'through', 'thought', 'picking', 'photography', ""didn't"", 'get']",23,133,2
2026-02-23,"Spent the evening on reading, completely lost track of time — it was exactly what I needed. Made good progress on writing today, felt really fulfilling. Grateful for how the day turned out.",8,6,6,"music, creativity",2026-02-23,"Spent the evening on reading, completely lost track of time — it was exactly what I needed. Made good progress on writing today, felt really fulfilling. Grateful for how the day turned out.","spent the evening on reading, completely lost track of time  it was exactly what i needed. made good progress on writing today, felt really fulfilling. grateful for how the day turned out.","['spent', 'evening', 'reading', 'completely', 'lost', 'track', 'time', 'exactly', 'what', 'needed', 'made', 'good', 'progress', 'writing', 'fulfilling', 'grateful', 'how', 'day', 'turned']",33,189,3
